stock,time,prices,shares
NKG.PR.E,09:30:03.28,10.02,6
MENT,09:36:32.85,23.74,16
ETJ,09:38:02.50,11.26,79
ASNA,09:38:14.03,22.135,100
ETN,09:38:13.00,75.78,148
ETM,09:38:03.85,10.45,13
CHRM,09:30:00.23,4.33,100
ETP,09:37:30.70,56.49,100
ETO,09:38:09.30,24.25,100
VVC,09:37:59.93,35.2,100
ETR,09:38:00.33,62.87,100
ETV,09:38:02.45,13.93,66
ENZY,09:37:56.00,27.6,50
VVI,09:36:49.20,27.87,7
ETX,09:33:20.53,14.66,200
BRE.PR.D,09:30:01.38,24.95,1
ETW,09:38:13.48,12.07,500
WBMD,09:37:48.03,39.054,100
ETY,09:38:02.45,10.85,33
NHTB,09:30:00.33,15.29,1000
NHTC,09:35:52.20,3.2,2100
LBND,09:35:01.20,29.925,25
VPLM,09:36:17.20,0.187,7340
VVR,09:37:40.65,5.025,100
EUM,09:38:13.05,26.94,1600
CHSP,09:37:15.10,25.18,100
EUO,09:38:03.10,17.31,400
CHSO,09:30:28.80,0.7,250
ENTCF,09:31:21.80,1.612,31430
ASPW,09:30:00.60,0.24,55
ASPS,09:38:00.48,158.75,100
SBMFF,09:30:01.80,0.82,200
VWO,09:38:13.53,40.26,1100
BVSN,09:34:25.28,9.71,200
LBMH,09:37:46.90,4.28,100
EVC,09:38:13.60,6.0,100
EVF,09:38:11.80,6.91,100
SXCP,09:37:27.25,27.04,200
PEGFF,09:37:16.03,17.39,389
EVG,09:38:10.38,15.26,52
EVJ,09:36:32.30,11.47,45
ARWJF,09:33:26.40,0.288,1000
EVI,09:31:40.60,2.95,75
ENZL,09:30:24.15,37.25,200
EVK,09:32:03.28,5.1,1
CHTR,09:38:05.93,136.66,1100
EVN,09:37:39.50,10.5,1200
ENZN,09:38:09.88,1.14,100
EVM,09:30:05.78,10.21,113
SGBI,09:30:02.40,0.17,1075
CHTP,09:38:11.03,4.2118,2000
EVO,09:32:47.70,12.2,100
EVR,09:38:08.98,59.52,100
EVT,09:35:03.45,18.93,200
CEDTD,09:30:00.80,0.41,30
EVV,09:38:02.45,15.28,16
VXF,09:37:29.73,82.19,3
EVY,09:30:00.33,12.45,1183
EWA,09:38:11.10,24.27,100
EWC,09:38:06.13,29.08,14
EWD,09:37:25.55,35.01,1
EWG,09:38:06.13,30.95,13
BERY,09:38:06.05,23.62,26
CHUY,09:38:07.90,35.8072,500
BERX,09:30:16.20,0.2034,858
EWI,09:37:21.68,15.46,200
EWH,09:38:03.18,20.5,100
VXX,09:38:14.03,43.325,100
FRAK,09:34:36.75,28.38,11
FRAN,09:36:50.53,18.54,100
EWK,09:38:07.73,16.0997,700
EWJ,09:38:13.58,12.06,212972
VXZ,09:37:16.33,15.82,100
EWM,09:38:03.23,15.555,100
SGEN,09:38:10.28,39.55,100
EWL,09:38:06.05,32.26,13
EWO,09:38:14.05,19.65,205
EWN,09:35:11.33,25.57,200
EWQ,09:38:06.05,27.84,13
EWP,09:37:57.65,37.71,100
EWS,09:37:18.20,13.08,300
EWU,09:38:06.05,20.68,48
EWT,09:38:13.35,14.195,300
EWW,09:38:11.10,67.165,200
EWV,09:32:42.58,16.004,300
EWY,09:38:14.00,62.15,200
EWX,09:34:17.15,45.62,1
TIKRF,09:30:22.80,0.53,33
ASRV,09:38:03.88,3.06,173
EWZ,09:38:13.10,43.46,100
VYM,09:38:06.75,62.01,1
EXA,09:31:02.88,13.28,1
EXD,09:33:35.75,14.0,400
EXC,09:38:09.70,27.4397,100
EXE,09:30:00.33,3.1,200
NHUR,09:30:12.80,0.03,1
EXH,09:37:25.13,33.975,58
EXG,09:38:02.45,9.96,47
EXI,09:36:57.03,70.54,31
EXL,09:37:00.55,11.4,100
EXK,09:38:12.18,3.7199,1000
BEST,09:30:03.40,0.29,50
EXP,09:38:12.38,76.84,28
MERR,09:35:10.20,0.124,10000
SGDH,09:32:35.20,0.0455,9273
EXR,09:37:42.85,41.98,3
MERU,09:30:47.30,4.42,75
EXT,09:35:42.65,66.63,163
MYTAY,09:30:09.60,7.22,570
CHXF,09:30:00.35,52.33,301
SBMRY,09:36:20.60,50.58,2
FRCN,09:37:20.80,0.0015,777
LSTG,09:32:21.20,0.0112,95
ATLKY,09:32:25.80,26.88,7
GDEF,09:30:00.50,10.1,100
CHYR,09:31:38.03,2.12,100
PEGRF,09:31:12.00,10.8435,200
PMOIY,09:31:34.00,5.329,28
AKRRF,09:30:38.60,22.42,250
EZA,09:37:59.28,63.55,400
METR,09:36:49.43,21.54,4
FRBK,09:30:10.60,2.98,200
EZJ,09:30:36.80,90.0099,290
ASTM,09:30:00.40,3.23,689
ASTI,09:38:12.90,0.7666,100
EZM,09:37:00.90,85.98,30
RDCM,09:34:56.30,5.53,100
WLBPZ,09:30:00.68,34.89,200
CHXX,09:36:39.18,18.11,461
DOLHF,09:30:34.40,0.655,10000
ASTE,09:36:48.70,38.78,7
ASTC,09:36:08.43,2.87,450
EZU,09:37:54.60,40.51,98
EZY,09:35:05.90,57.61,2
ABTL,09:37:32.43,14.95,107
FRED,09:37:32.23,18.62,2
FREE,09:38:14.03,2.18,391
VPRT,09:37:01.70,55.78,100
BCDRF,09:34:17.60,8.92,300
JMPB,09:30:01.38,25.5,175
GDGI,09:30:42.20,0.003,36400
WSTC,09:36:48.70,25.61,11
FABK,09:36:26.80,12.8,2110
LSTS,09:38:07.40,0.265,1800
LSTR,09:37:53.85,57.36,20
WSTG,09:30:52.98,13.6,150
QABA,09:33:09.25,35.6994,500
UMNG,09:34:18.20,9.0E-4,400000
LBSR,09:35:40.00,0.0226,18354
TKRFF,09:30:02.60,0.348,1000
WSTL,09:38:07.83,4.037,390
RDEN,09:37:07.33,35.26,100
ROIAK,09:38:09.38,3.745,100
MET.PR.B,09:30:17.80,24.83,5
PEXNY,09:35:43.40,10.2,1800
MET.PR.A,09:35:22.85,20.81,1
FRGI,09:38:04.98,51.7,100
RDHL,09:35:12.90,12.49,4
PODD,09:38:00.58,36.72,16
QADA,09:36:55.58,17.99,3
GUID,09:37:07.90,10.02,9
QADB,09:30:00.68,16.0,200
ABWG,09:30:14.20,0.0018,14
WAC,09:37:32.95,34.7,100
FRFS,09:30:32.60,0.0017,22000
KPTI,09:38:03.48,23.47,100
WAB,09:38:09.15,73.57,100
WAG,09:38:13.38,57.0,100
UMPQ,09:38:03.70,18.93,100
OLBK,09:30:00.40,14.5,400
WAL,09:36:59.05,23.49,45
GULF,09:35:57.63,20.27,65
WAT,09:38:04.20,99.47,100
SGMA,09:30:00.58,8.77,350
SGMO,09:38:00.85,13.435,400
ASYS,09:31:03.93,6.77,1
WBC,09:38:06.13,92.72,100
SGMS,09:37:12.23,16.85,52
WBK,09:37:55.25,28.8,25
FAB,09:36:49.08,44.28,100
FAD,09:30:00.98,45.03,1
FAC,09:30:00.43,2.27,914
WBS,09:38:07.70,30.73,100
FAF,09:38:13.10,28.01,200
SGLB,09:36:45.40,0.18,10000
FAN,09:35:34.20,11.2772,1000
FAM,09:37:43.50,13.97,7
WCC,09:37:53.83,90.505,100
FAS,09:38:12.85,89.44,333
RDIV,09:30:00.78,25.81,100
DLBS,09:30:10.10,36.76,100
FAV,09:30:00.25,8.72,2000
WCG,09:36:30.85,69.64,100
QRHC,09:30:12.20,2.11,1000
NECAE,09:38:12.60,7.0E-4,840000
JBAXY,09:37:36.20,9.46,100
FAX,09:36:41.93,5.7685,400
GKNLY,09:33:50.00,6.27,25
FAZ,09:38:10.13,21.71,600
WCN,09:37:53.80,43.51,100
FBC,09:37:26.33,19.45,100
ZLCS,09:35:49.63,1.12,500
FBG,09:35:07.20,45.4801,365
SGOC,09:37:08.08,3.4399,850
POGS,09:34:28.20,1.14,100
GUNR,09:33:49.88,34.12,124
FBP,09:37:50.98,6.09,100
FBR,09:37:27.50,11.6,200
WDC,09:38:10.83,83.63,2
SGOL,09:34:25.18,120.2799,13
OLED,09:36:46.40,34.065,100
FBT,09:36:26.10,68.86,100
HGPI,09:30:12.60,1.15,10
MOG.A,09:37:44.48,67.57,89
FBZ,09:35:33.48,19.104,4
WBXU,09:30:14.40,0.0205,1500
WDR,09:37:54.50,65.0,100
FCA,09:30:20.18,23.6,99
STRNY,09:35:11.40,28.27,200
FCF,09:38:13.90,8.711,60
FCH,09:38:09.20,7.97,100
FCG,09:37:53.43,19.29,300
FCN,09:37:36.73,40.63,100
WEA,09:38:05.80,14.49,471
FCO,09:30:51.38,10.4,100
WEC,09:38:00.43,41.12,100
FCT,09:32:05.38,14.45,100
FCS,09:37:55.85,13.15,30
FCX,09:38:12.63,37.69,100
SGNT,09:37:59.73,25.13,100
HOCPY,09:31:38.20,27.83,23
WEN,09:38:08.70,8.7301,100
FRMC,09:37:50.80,0.19,20000
RGARF,09:30:01.20,0.0496,1000
WES,09:37:47.25,61.73,7
DLGC,09:32:41.80,0.35,1000
FRME,09:37:49.48,22.61,19
NICK,09:36:52.88,15.79,6
FDD,09:37:14.03,13.5492,54
FDI,09:36:14.83,13.88,43
WEX,09:36:47.85,99.64,22
FDM,09:30:01.00,32.44,619
CICN,09:30:08.60,0.018,5
FDL,09:37:52.68,21.82,400
FDO,09:38:06.20,65.72,43
FDN,09:38:12.08,59.56,5
FALC,09:30:00.28,1.34,405
FDP,09:37:18.95,28.1375,100
CICI,09:35:15.40,0.03,5000
FDS,09:37:40.25,107.43,100
WFD,09:37:37.38,7.46,10
WFC,09:38:13.10,44.9999,200
FDT,09:30:03.08,51.09,138
KWIPF,09:37:29.00,0.895,500
FDX,09:38:09.85,143.0,100
RDNT,09:30:00.68,1.68,1200
WFM,09:38:11.05,57.58,96
WFT,09:38:06.05,15.38,100
DBEXF,09:30:01.40,2.168,30
CZFC,09:30:00.15,9.49,300
FEI,09:37:54.70,19.82,100
FEN,09:37:09.90,32.15,100
BFAM,09:37:35.90,36.61,100
FEM,09:37:50.90,24.43,500
FEP,09:38:08.93,33.02,300
WGA,09:30:01.38,1.8,100
CIDM,09:37:30.30,1.98,100
FEO,09:36:32.28,17.83,128
FET,09:36:59.68,28.02,100
FES,09:35:58.48,3.33,100
FEU,09:37:24.65,38.55,12
FEX,09:36:48.18,41.009,600
NICE,09:38:12.08,40.18,100
FEZ,09:38:09.23,41.18,100
WGL,09:37:26.65,39.73,43
WGO,09:37:53.00,27.21,92
MWAR,09:30:14.00,0.0111,62
FFA,09:35:13.48,13.25,100
GURE,09:38:00.53,2.37,100
DLIA,09:36:42.25,0.9,100
WGP,09:35:42.58,40.09,100
FFC,09:37:52.73,17.4699,500
FFG,09:37:15.48,44.47,5
ROICW,09:37:31.30,2.63,1838
SGLFF,09:30:07.60,39.15,1
CIEN,09:38:05.93,23.73,100
GURU,09:38:07.85,25.451,100
FFR,09:30:01.05,39.33,48
WHF,09:36:49.58,15.28,3
FANG,09:38:04.43,51.9,100
WHG,09:36:48.70,62.22,4
OLIE,09:35:14.20,0.0062,80000
SCPZF,09:33:41.00,2.2012,100
FGB,09:30:00.23,7.8,1668
WHR,09:37:57.03,156.48,100
BWEN,09:38:14.05,9.2901,100
FGD,09:34:13.85,26.9,268
GDOT,09:37:53.20,24.6825,100
FRC.PR.E,09:31:35.40,25.65,500
DLHC,09:30:00.60,1.49,25
XIDEQ,09:35:59.40,0.24,250
CTZ.PR.A,09:30:00.13,25.24,200
DASTY,09:35:08.40,122.99,400
WHX,09:36:31.95,5.34,100
FRNK,09:36:49.38,19.91,5
WHZ,09:37:24.98,13.2299,70
FGL,09:31:02.38,19.0,1
FGM,09:30:21.78,40.8601,100
WIA,09:36:20.25,11.43,100
FGP,09:37:57.03,22.9,303
WFREF,09:38:13.80,5.0598,75
ATAX,09:32:10.48,6.271,2500
HGSH,09:38:11.30,7.05,200
DASTF,09:30:08.80,123.4,200
ROICU,09:30:00.15,18.0,46
ATAR,09:30:13.20,0.0688,400
CIFC,09:36:49.63,7.82,3
FRC.PR.D,09:30:01.40,19.23,1
FRC.PR.C,09:30:00.28,19.6,337
WIN,09:38:13.33,8.04,100
FRC.PR.B,09:36:36.10,22.2693,308
FRC.PR.A,09:36:32.50,23.64,94
WIP,09:38:12.18,58.14,100
WIT,09:37:12.15,12.41,100
BYDDF,09:32:14.60,4.78,270
WIW,09:38:10.13,11.29,100
XWES,09:34:47.28,4.31,555
RUSS,09:37:50.03,11.4884,375
ATCH,09:32:39.40,0.1,4000
WIX,09:36:41.78,26.01,100
ACAS,09:38:04.53,15.555,700
ACAT,09:36:48.55,56.69,8
FHN,09:38:06.13,11.56,100
LCAV,09:37:38.25,3.7,12
RUTH,09:37:17.55,13.98,64
RBCAA,09:36:49.38,24.7,4
AAUKY,09:37:40.40,10.65,1173
URPTF,09:30:14.20,5.362,100
NIHD,09:38:09.58,2.67,100
FHY,09:36:33.63,15.68,100
BFDI,09:31:55.00,0.24,1000
ACAD,09:38:06.98,24.624,100
FIF,09:34:35.58,20.65,233
SGTB,09:30:02.33,0.1803,250
FIG,09:38:04.08,8.5299,100
FII,09:38:11.63,28.66,44
SGTN,09:30:00.60,0.0059,120
BYDDY,09:30:18.80,9.54,500
FIO,09:38:12.15,9.069,100
FIS,09:37:59.35,53.46,400
ABGLF,09:30:44.20,3.23,100
WTBA,09:36:49.45,15.93,5
FIX,09:38:06.20,19.32,92
FIW,09:30:01.08,33.69,284
PCRTF,09:30:38.00,9.78,200
RUSL,09:30:00.80,30.43,415
LTBR,09:33:22.23,1.4999,1000
EONC,09:36:30.88,2.55,100
EOPN,09:38:01.25,23.94,100
GRDLY,09:30:08.20,26.495,20
ACCU,09:30:02.00,28.49,19
WLB,09:36:49.40,19.75,5
FJP,09:30:10.53,46.56,111
COCBF,09:30:10.80,0.02,1000
FARE,09:38:10.00,0.092,9300
ATEC,09:37:46.70,2.04,34
ACCO,09:37:34.05,6.6,100
ATEA,09:30:00.58,2.57,300
POPE,09:35:02.58,63.0201,8
WLH,09:36:49.25,22.05,8
ACCL,09:36:03.43,9.5,50
FARM,09:36:49.40,23.23,4
WLL,09:38:06.05,61.22,100
WLK,09:38:13.75,120.43,100
FARO,09:37:10.10,57.531,25
WLP,09:37:45.10,91.44,25
WLT,09:38:10.18,16.58,100
RDSH,09:31:39.40,2.0E-4,500000
FKO,09:37:04.33,27.66,52
WMC,09:38:12.18,14.91,100
WMB,09:38:02.40,38.46,100
ACDU,09:38:00.40,0.004,400000
FHN.PR.A,09:32:56.15,20.25,251
DLLR,09:37:53.23,11.31,100
FKU,09:32:50.50,42.7201,1755
WMK,09:36:49.23,52.91,4
POOL,09:37:26.03,58.02,67
KDDIY,09:36:48.20,15.23,200
FLC,09:38:12.55,18.55,100
OSHWQ,09:30:36.80,0.192,1000
WMT,09:38:12.70,78.885,300
WMW,09:30:00.88,19.73,774
ACFC,09:34:29.65,4.45,100
IHLDY,09:35:29.20,19.01,64
FLM,09:30:01.08,50.44,2
FLL,09:30:00.25,2.76,500
FLO,09:38:11.73,21.43,100
QASP,09:30:23.00,2.0E-4,180000
FLN,09:30:01.08,23.16,300
FATE,09:35:32.40,6.28,15
FLS,09:38:11.90,78.4,100
SGYP,09:38:09.10,5.7299,2000
FLR,09:38:07.33,79.92,100
WNC,09:36:48.65,12.31,25
ACET,09:37:12.75,24.721,100
FLT,09:38:08.25,116.05,100
NILE,09:36:12.50,46.865,100
FLY,09:35:30.65,16.08,100
STAR.PR.G,09:31:04.93,22.51,1000
WNR,09:38:06.20,41.726,200
ATNAF,09:32:15.00,0.109,300
FMD,09:36:49.68,7.34,3
FMC,09:38:09.63,74.84,100
SGZA,09:30:00.85,19.77,3463
WNS,09:34:48.68,21.69,100
FMF,09:30:01.08,50.32,664
DLNG,09:34:43.93,22.0,200
WTER,09:34:25.00,0.263,500
FMI,09:36:49.40,24.65,4
LFDEF,09:37:12.80,2.0831,800
FMK,09:30:01.08,24.8,1
FMN,09:31:51.48,13.25,9
ATHM,09:37:24.78,37.4,20
ATHN,09:37:44.05,133.07,100
FMO,09:36:51.38,25.44,100
ATHL,09:38:04.58,29.7,100
FMS,09:37:11.43,34.72,400
FMX,09:37:17.58,96.28,50
WTFC,09:37:21.73,45.84,100
CZNC,09:36:49.33,20.68,5
MWIV,09:37:33.80,171.49,41
ACFN,09:37:39.78,4.06,100
BELLY,09:34:35.20,11.61,260
BFIN,09:36:49.48,9.25,4
CLNY.PR.A,09:30:00.15,25.0,300
FNB,09:38:06.13,12.53,100
WOR,09:37:58.58,41.9099,47
FAST,09:38:12.13,47.29,400
FNF,09:38:09.28,32.525,300
FNI,09:37:44.25,28.02,50
CINF,09:37:50.30,51.92,1
FNK,09:30:01.10,29.57,1006
SCBFF,09:30:13.80,22.4099,1
ACHC,09:36:58.50,46.9701,150
POST,09:38:06.33,48.9,100
NIMU,09:35:52.60,0.28,6000
FNP,09:38:08.15,32.25,100
WPC,09:38:00.33,60.84,81
FNV,09:38:07.00,41.03,100
FNY,09:30:01.10,27.96,109
FNX,09:38:08.23,50.13,100
CIMT,09:37:09.45,9.0837,500
BWLD,09:36:47.88,146.91,10
WTII,09:30:06.60,0.01,1750
NINE,09:30:00.28,1.74,100
WPP,09:37:51.08,12.5701,400
POTG,09:32:44.40,0.0032,300
ACGL,09:37:52.50,59.03,100
WPT,09:31:28.00,18.81,3
ACGI,09:30:08.60,6.0E-4,500
WPS,09:36:26.90,37.162,133
FOF,09:38:01.15,12.53,7
FOE,09:37:50.08,12.71,72
ATHX,09:38:12.60,2.57,100
WPX,09:38:11.23,19.915,900
DLPH,09:38:09.20,59.5,100
WPZ,09:37:49.50,50.58,40
UNAM,09:36:27.13,13.2,5
LPRIQ,09:35:02.80,0.038,10000
FOR,09:37:52.08,21.02,100
AXS.PR.C,09:36:32.45,23.48,68
AXS.PR.D,09:34:02.25,18.53,100
POSC,09:30:10.60,0.0048,30
RDWR,09:37:56.90,17.87,100
FOX,09:38:08.40,34.93,100
GDXJ,09:38:13.83,32.26,100
AMIEQ,09:32:25.40,0.006,8
STL.PR.A,09:30:00.90,10.34,200
FPA,09:30:01.10,27.94,100
ACHN,09:36:29.33,3.2925,200
LTHU,09:30:02.40,0.0026,20000
FAUS,09:30:00.98,29.8,103
FPE,09:37:25.20,17.84,100
FPF,09:38:13.55,21.13,100
MFLX,09:37:18.70,13.86,5
FPO,09:36:51.58,11.55,1
WRB,09:36:45.05,43.23,60
FPP,09:32:58.13,4.17,100
WRD,09:30:01.03,20.8,300
WRE,09:38:01.05,23.175,66
FPT,09:32:21.25,12.22,1
TRYIY,09:30:00.60,68.95,10
ACIW,09:38:10.53,64.17,16
WCIC,09:37:14.78,19.0,3
WRI,09:37:52.98,27.34,100
FPX,09:36:40.10,45.2,200
WRN,09:37:14.25,0.71,500
BFLS,09:32:51.80,0.2188,100
DLTA,09:30:04.20,0.037,1000
ACIM,09:35:51.48,61.22,100
STTYF,09:30:02.40,1.1,200
WHITF,09:31:52.60,1.76,200
ATLS,09:37:56.75,47.17,300
ATLO,09:36:49.48,22.3,3
CFR.PR.A,09:30:00.20,19.85,100
IKAN,09:37:26.20,1.22,100
WSH,09:37:22.68,44.65,100
WSM,09:37:59.65,58.56,20
WSO,09:36:27.85,95.55,100
FRA,09:33:07.15,14.52,100
ATLC,09:30:00.53,3.51,218
FRC,09:38:01.35,51.88,100
WSR,09:36:51.63,13.28,1
FRD,09:36:23.03,8.386,285
YINN,09:38:01.50,28.2699,400
WST,09:37:50.30,48.88,83
FRF,09:36:49.68,8.14,2
FRI,09:30:01.10,17.51,2
FRM,09:37:39.18,10.65,100
FRO,09:38:04.05,3.72,100
FRN,09:37:24.43,16.3,100
ZLTQ,09:34:56.63,18.7,5
FRP,09:37:31.75,11.34,100
FRS,09:33:03.95,25.62,12
FRT,09:38:11.98,100.71,100
ATML,09:38:00.13,7.85,100
FRX,09:38:07.25,59.75,93
WTI,09:38:13.50,15.55,100
ATMI,09:38:09.80,30.17,17
WTM,09:36:54.95,601.14,1
WTR,09:38:01.13,23.42,100
FSD,09:38:02.50,17.17,31
WTT,09:30:01.38,2.17,117
FSC,09:37:54.75,9.215,36
WTS,09:38:03.15,61.65,1
APAJF,09:32:46.60,5.33,26
WTW,09:38:07.25,32.95,85
FSI,09:30:00.35,0.9299,100
FSL,09:37:46.78,15.84,100
LTNC,09:34:53.80,0.25,50000
SYBT,09:36:45.23,31.74,3
ATNY,09:36:49.60,3.46,12
YIPI,09:35:35.80,0.34,2500
FSM,09:33:44.23,2.97,100
FSP,09:36:51.63,11.85,1
CISG,09:35:58.75,5.98,100
FST,09:38:10.55,3.55,100
DLTR,09:38:08.23,56.31,100
FSS,09:37:07.03,14.46,15
BELFB,09:37:12.08,21.34,5
SYAI,09:31:52.80,0.06,2000
MFNC,09:30:00.55,9.75,30
FSZ,09:30:01.18,40.65,92
ATNM,09:36:13.40,6.0,100
ATNI,09:37:49.53,56.67,5
POWL,09:37:01.83,67.3,5
FTA,09:36:49.08,40.0,100
POWI,09:36:07.45,54.84,16
FTC,09:36:53.75,40.8,76
FTD,09:37:35.00,32.37,100
ACLS,09:37:59.03,2.43,100
BFOR,09:37:45.43,29.74,100
FTF,09:36:32.25,12.98,63
POWT,09:30:08.60,0.0029,1000
FTI,09:38:11.70,51.92,100
UNFI,09:37:43.68,74.92,100
FTK,09:37:24.10,19.94,100
POWR,09:36:49.20,17.08,12
ACNI,09:31:53.80,0.0016,570
FTR,09:38:14.05,4.63,100
FTT,09:38:13.05,12.96,100
LCNB,09:37:22.03,17.94,4
ATOS,09:36:27.90,2.3006,3628
FTY,09:31:01.35,37.92,100
FUD,09:37:48.10,23.84,100
POZN,09:38:07.90,7.88,300
ACMP,09:37:20.43,56.44,41
HYEM,09:34:45.30,25.22,100
FUL,09:36:47.88,52.13,27
UMH.PR.A,09:30:00.98,25.2,100
FUN,09:37:23.25,49.58,35
SSAAY,09:32:27.00,4.84,20
FUR,09:37:09.53,11.03,17
WWE,09:37:53.23,16.29,153
WWD,09:38:09.98,45.15,100
FVE,09:37:47.60,5.4599,100
FVD,09:37:57.53,21.262,140
WWW,09:37:52.80,33.88,57
FVI,09:37:55.63,25.75,75
SHBI,09:38:13.28,9.0,100
FVL,09:31:17.13,18.38,500
DLYT,09:33:56.40,0.04,2250
MFSF,09:30:00.20,17.12,300
CZWI,09:30:00.28,7.38,300
LTRE,09:30:00.63,3.15,100
SHEN,09:37:27.60,25.3,100
ACOR,09:37:39.75,29.0796,100
SNV.PR.C,09:37:58.08,27.0,100
FWM,09:38:06.63,18.3,100
MFST,09:30:14.60,0.06,4900
HYGS,09:36:31.30,18.9,300
RVBD,09:37:42.85,17.9,100
HEINY,09:37:28.60,33.18,3800
IKGH,09:37:07.05,3.05,100
COSWF,09:31:02.20,18.78,348
UNIS,09:37:48.80,4.35,100
FWV,09:30:00.53,16.0,4
SPHRY,09:30:29.40,7.58,14
JGCCY,09:37:27.40,77.8,100
ATRS,09:38:04.75,4.3801,1641
WYN,09:38:13.68,73.58,100
ATRO,09:36:48.58,50.98,9
FXA,09:36:12.25,89.0,3
MFRM,09:37:20.05,42.698,100
ATRM,09:30:38.73,6.55,1
FXC,09:36:12.65,93.699,2
SYEV,09:30:14.40,0.65,20000
LTPZ,09:30:00.73,57.27,131
FXB,09:34:06.03,162.35,4
FXE,09:38:09.70,134.99,800
FXD,09:36:30.05,32.1999,55
REAC,09:34:51.40,1.0E-4,100
MFRI,09:37:32.33,14.7,100
ATRI,09:37:29.55,295.0,24
FXG,09:36:50.18,35.49,56
FXF,09:37:44.13,108.83,200
FXI,09:38:13.33,37.57,50
WYY,09:38:10.65,1.58,100
ACPW,09:30:00.55,3.39,4195
FXH,09:37:11.83,47.83,41
ATRC,09:38:08.23,18.45,100
FXL,09:37:29.63,29.66,36
FXO,09:37:22.23,21.66,100
FXN,09:32:15.53,25.1599,22
FXP,09:35:58.50,15.88,125
FXS,09:30:01.05,153.27,10
FXR,09:38:01.05,28.2,58
VLKPY,09:35:57.80,54.96,400
FXU,09:33:03.13,20.16,2000
FSBW,09:30:03.03,17.19,55
FXY,09:36:01.30,93.11,100
FXZ,09:35:36.30,32.32,25
ACRE,09:35:13.95,13.04,217
DRETF,09:36:21.20,27.0,100
EYUBY,09:32:50.00,15.25,100
REDG,09:36:59.60,0.0041,6000
FYC,09:30:44.25,30.35,30
REDF,09:30:08.40,2.3,200
HYII,09:33:49.00,1.0E-4,100
LTTC,09:35:47.20,0.16,2000
ATSG,09:37:33.75,7.99,28
CVXHF,09:30:01.60,0.19,1000
WTSL,09:37:45.38,2.6699,2000
QBAK,09:30:00.50,1.16,20
FYT,09:34:56.73,31.7825,133
FYX,09:36:24.80,48.31,100
APAGF,09:36:49.50,15.83,4
MFTH,09:31:54.00,3.0E-4,500000
ATTU,09:37:35.43,10.17,19
ACRX,09:36:49.80,11.17,100
FSBK,09:30:59.80,7.8498,160
RECN,09:37:31.08,13.77,86
JNMB,09:30:11.00,0.1,1
GEFI,09:32:26.40,0.02,600
EPAX,09:37:55.25,4.7,49
EPAY,09:37:49.05,35.6701,91
LTUM,09:30:02.33,0.0177,1500
LGL.WS,09:30:39.03,0.09,2500
RVGD,09:30:09.00,0.35,47
ACTG,09:36:48.68,14.36,21
NZTCY,09:38:12.00,9.49,500
ACTC,09:36:50.40,0.061,97000
USB.PR.H,09:32:31.33,19.34,500
REFG,09:30:54.03,0.1578,7500
REFR,09:38:12.45,5.82,100
SHIP,09:30:00.75,1.87,100
USB.PR.N,09:35:33.43,27.15,100
USB.PR.O,09:30:01.00,20.01,1
USB.PR.M,09:35:21.73,26.12,100
ACUR,09:36:25.93,1.6501,200
REED,09:37:57.73,7.8599,750
EPAM,09:37:52.65,34.85,100
ATVI,09:38:10.33,17.84,100
GLCNF,09:30:12.20,5.12,600
ACTS,09:37:28.15,2.98,100
NEWEN,09:30:13.40,110.0,36
HYMB,09:34:44.08,51.32,3
WCUI,09:31:48.80,0.47,2000
FSGI,09:36:49.55,2.3,23
RNR.PR.C,09:36:31.38,21.69,52
LTXC,09:37:06.73,7.8494,125
RNR.PR.E,09:35:46.35,18.5,1
OMAB,09:32:29.20,26.78,100
SYMC,09:38:13.03,23.385,100
UNQT,09:31:36.00,1.0E-4,900000
PPBI,09:36:49.38,15.89,6
JNPR,09:38:11.85,22.34,100
SYKE,09:37:50.70,21.83,21
ACWI,09:38:07.85,57.06,100
AKBTY,09:32:02.40,6.01,900
HYLD,09:38:10.98,51.71,183
PPBV,09:30:10.80,1.0E-4,31000
BRRAY,09:37:20.40,9.54,190
REGI,09:36:11.23,11.4,100
LCUT,09:37:37.78,15.72,6
FSFR,09:30:00.75,13.24,54
SYLD,09:37:37.43,29.23,100
XAA,09:30:01.38,12.95,1
HYLS,09:30:00.65,52.07,325
TKMR,09:35:20.40,7.95,100
REGN,09:37:46.70,273.39,100
SYNM,09:34:06.15,3.34,100
ZFSVF,09:32:57.40,286.2,1
SYNL,09:30:02.15,15.24,48
FSNMQ,09:30:37.00,0.0014,1
XAR,09:34:51.88,98.75,25
ACXM,09:38:06.55,36.53,100
SYNT,09:36:55.65,90.73,8
SHMN,09:30:10.80,0.0031,25000
BMSPF,09:30:14.00,0.015,10000
NBG.PR.A,09:35:55.83,14.03,93
ACWX,09:36:59.65,46.04,100
XBI,09:37:19.28,129.73,1
SSREY,09:33:22.20,90.84,100
ACWV,09:33:01.30,63.57,1
GAB,09:37:45.03,7.72,100
VNRAP,09:30:00.75,26.0,200
VGMNF,09:35:12.00,10.9368,150
DDMGQ,09:35:14.40,0.0031,250
SHLD,09:38:13.40,48.97,100
GAF,09:37:38.68,67.499,4
GAI,09:30:00.63,6.38,100
SHLM,09:38:11.15,34.83,71
MMTIF,09:36:46.80,1.47,1000
GAM,09:35:33.35,35.1371,550
GAL,09:30:01.05,33.94,226
